Date,FDV,Revenue,TVL,Volume,Protocol,Type
2021-06-15,5092465839.91,952590.25,13132382806.99,373287509.95,AAVE,Lending
2021-06-16,5019843023.54,1074659.36,11886179777.56,223076347.32,AAVE,Lending
2021-06-17,4631944314.31,995242.23,11798365758.97,180493056.56,AAVE,Lending
2021-06-18,4691038115.26,1070913.79,11275082666.08,148569362.91,AAVE,Lending
2021-06-19,4235007334.04,883249.44,11111826876.58,228457641.13,AAVE,Lending
2021-06-20,4095460212.53,871282.98,11353455734.94,149430997.81,AAVE,Lending
2021-06-21,4386000083.47,923341.66,10104742158.82,247931377.74,AAVE,Lending
2021-06-22,3449220841.59,757085.04,9724295485.95,386853149.17,AAVE,Lending
2021-06-23,3271337705.83,706434.77,9982209903.24,590764932.82,AAVE,Lending
2021-06-24,3319206705.48,736917.66,10209104736.32,349415451.77,AAVE,Lending
2021-06-25,3375363509.82,765694.2,9503915119.4,264633653.03,AAVE,Lending
2021-06-26,3042952951.35,736876.23,9436594238.49,231220665.25,AAVE,Lending
2021-06-27,2956868766.34,685393.56,10040717884.52,199794426.31,AAVE,Lending
2021-06-28,3228606813.97,689208.07,9432902578.42,228541885.66,AAVE,Lending
2021-06-29,3641340951.61,690674.03,9708823530.07,313504167.33,AAVE,Lending
2021-06-30,3823448590.62,742731.15,9706055017.01,343323660.28,AAVE,Lending
2021-07-01,4010622114.52,808494.67,9273038516.53,334135100.56,AAVE,Lending
2021-07-02,3723689057.2,759415.85,9398625621.75,298629962.88,AAVE,Lending
2021-07-03,3748583087.94,727398.13,9545937117.07,234401684.84,AAVE,Lending
2021-07-04,4160772817.09,698205.85,9840102317.35,369525009.56,AAVE,Lending
2021-07-05,4446255389.85,752503.03,9561432715.61,391264757.89,AAVE,Lending
2021-07-06,4977584563.5,678938.94,9769959531.82,790744593.92,AAVE,Lending
2021-07-07,5081533036.77,669456.52,9741168904.99,971401609.61,AAVE,Lending
2021-07-08,5037249613.39,724311.49,9218939008.37,469755588.14,AAVE,Lending
2021-07-09,4718950960.6,670224.67,9422707538.22,678834111.64,AAVE,Lending
2021-07-10,4880714523.75,735880.04,9389027575.08,543600200.71,AAVE,Lending
2021-07-11,4751606273.87,718226.9,9510410039.24,270116880.82,AAVE,Lending
2021-07-12,4886915203.47,704842.1,9284479205.88,257827439.83,AAVE,Lending
2021-07-13,4774830692.75,758955.06,8866563551.04,373200711.9,AAVE,Lending
2021-07-14,4321064290.62,797961.11,9215072483.63,263205119.92,AAVE,Lending
2021-07-15,4471358377.67,683151.99,9118385825.24,416964331.23,AAVE,Lending
2021-07-16,4322036737.59,676153.07,9779255271.56,325873142.69,AAVE,Lending
2021-07-17,4056688997.78,672121.21,9860088738.43,222576058.08,AAVE,Lending
2021-07-18,4048295310.14,763864.27,9813654230.75,189170631.08,AAVE,Lending
2021-07-19,4110735521.12,805525.38,9588233126.42,161167288.76,AAVE,Lending
2021-07-20,3823754062.75,786565.84,9382834060.81,199017699.92,AAVE,Lending
2021-07-21,3596934888.69,694758.46,10093488295.14,220940337.74,AAVE,Lending
2021-07-22,4149516563.01,726421.21,10178382182.18,334963749.75,AAVE,Lending
2021-07-23,4470090831.24,737600.63,10423477287.21,347124884.21,AAVE,Lending
2021-07-24,4624875988.5,751093.44,10534426877.73,322374367.15,AAVE,Lending
2021-07-25,4603572308.6,815403.53,10571709239.36,276759570.1,AAVE,Lending
